product_name,amazon_price,meesho_price,discount_pct,rating,num_reviews,page_views,conversion_rate,demand_intensity,season,price_difference
DigiCorp Tablets Standard,1775.07,1559.39,0.0,4.9,182,159,0.63,1.0,Summer,215.67999999999984
TechPro Headphones Plus,1481.97,1438.42,0.0,4.9,362,202,1.49,3.01,Monsoon,43.549999999999955
HomeEssence Decor Pro,397.98,367.5,13.0,4.8,390,473,0.42,1.99,Winter,30.480000000000018
SmartGen Headphones Plus,2140.14,2047.66,0.0,3.6,66,358,0.28,1.0,Summer,92.47999999999979
TrendSet Dresses Pro,384.66,374.33,0.0,3.8,122,375,0.8,3.0,Summer,10.330000000000041
ElectroMax Smartphones Standard,1997.91,1927.2,0.0,5.0,450,451,0.44,1.98,Monsoon,70.71000000000004
TechPro Headphones Plus,1493.44,1436.74,0.0,4.9,362,452,0.22,0.99,Monsoon,56.700000000000045
AcademiaBooks Textbooks Elite,35.63,34.4,0.0,3.8,252,347,0.29,1.01,Monsoon,1.230000000000004
TechPro Tablets Elite,1450.89,1370.07,0.0,3.6,126,405,0.99,4.01,Monsoon,80.82000000000016
AcademiaBooks Children Premium,79.56,69.61,0.0,3.8,32,232,0.43,1.0,Monsoon,9.950000000000003
TechPro Laptops Elite,730.2,634.9,23.6,4.3,482,322,0.31,1.0,Summer,95.30000000000007
ElectroMax Smartwatches Plus,1908.17,1775.79,0.0,4.1,43,108,1.85,2.0,Winter,132.3800000000001
StoryWorld Comics Standard,17.39,15.06,0.0,4.3,296,75,1.33,1.0,Monsoon,2.33
TechPro Headphones Standard,2192.5,1964.91,0.0,4.1,117,195,0.51,0.99,Winter,227.58999999999992
StyleHub Dresses Standard,123.73,106.81,0.0,4.8,48,76,2.63,2.0,Summer,16.92
StyleHub Jackets Premium,65.36,55.94,0.0,4.2,291,100,1.0,1.0,Winter,9.420000000000002
ModernReads Comics Plus,35.05,33.39,0.0,4.3,10,179,1.12,2.0,Autumn,1.6599999999999966
DigiCorp Tablets Standard,1799.99,1675.64,0.0,4.9,182,247,0.4,0.99,Monsoon,124.34999999999991
ModernSpace Decor Plus,693.59,644.8,0.0,4.7,461,395,0.25,0.99,Monsoon,48.79000000000008
TrendSet Jackets Premium,90.11,86.66,0.0,4.0,35,128,0.78,1.0,Monsoon,3.450000000000003
ClassicPress Children Plus,68.05,65.84,0.0,4.5,179,115,1.74,2.0,Winter,2.2099999999999937
AcademiaBooks Comics Premium,73.55,63.91,0.0,4.1,161,249,1.2,2.99,Monsoon,9.64
ElectroMax Smartwatches Plus,1807.44,1646.26,0.0,4.1,43,409,0.49,2.0,Monsoon,161.18000000000006
ElectroMax Smartphones Standard,2058.92,1902.11,0.0,5.0,450,204,0.98,2.0,Monsoon,156.81000000000017
StyleHub T-Shirts Pro,297.85,284.56,0.0,3.6,216,62,1.61,1.0,Summer,13.29000000000002
AcademiaBooks Comics Premium,70.69,64.84,0.0,4.1,161,478,0.21,1.0,Winter,5.849999999999994
ClassicPress Non-Fiction Plus,45.95,40.52,0.0,4.0,417,69,5.8,4.0,Winter,5.43
StyleHub Dresses Standard,103.67,98.07,17.54,4.8,48,98,3.06,3.0,Winter,5.6000000000000085
ClassicPress Non-Fiction Plus,46.47,44.5,0.0,4.0,417,232,0.86,2.0,Monsoon,1.9699999999999989
TechPro Tablets Elite,1352.2,1225.67,5.43,3.6,126,291,0.69,2.01,Summer,126.52999999999997
AcademiaBooks Children Premium,68.94,67.23,19.21,3.8,32,499,0.4,2.0,Autumn,1.7099999999999937
SmartGen Headphones Plus,2126.39,1936.16,0.0,3.6,66,229,0.87,1.99,Summer,190.2299999999998
StoryWorld Comics Standard,17.36,15.92,0.0,4.3,296,239,0.42,1.0,Autumn,1.4399999999999995
ModernSpace Storage Plus,353.56,343.1,0.0,4.4,85,204,0.98,2.0,Winter,10.45999999999998
ClassicPress Non-Fiction Pro,44.33,39.71,0.0,4.5,125,272,0.37,1.01,Autumn,4.619999999999997
ModernReads Comics Plus,28.78,24.92,18.71,4.3,10,171,1.17,2.0,Summer,3.8599999999999994
ElectroMax Smartphones Standard,2053.24,1759.34,0.0,5.0,450,466,1.07,4.99,Winter,293.89999999999986
ComfortLiving Decor Plus,611.43,553.63,0.0,4.5,244,497,0.4,1.99,Winter,57.799999999999955
SmartGen Headphones Plus,2147.09,1934.01,0.0,3.6,66,396,0.76,3.01,Winter,213.08000000000015
AcademiaBooks Comics Plus,99.17,87.12,0.0,3.6,315,65,3.08,2.0,Monsoon,12.049999999999997
ChicLine Jeans Premium,240.51,229.93,0.0,4.6,214,271,0.74,2.01,Autumn,10.579999999999984
AcademiaBooks Comics Premium,73.77,65.05,0.0,4.1,161,337,0.3,1.01,Monsoon,8.719999999999999
ComfortLiving Decor Plus,617.58,565.07,0.0,4.5,244,480,0.42,2.02,Autumn,52.50999999999999
ModernReads Non-Fiction Pro,14.73,12.88,0.0,4.3,357,245,0.41,1.0,Winter,1.8499999999999996
TechPro Laptops Pro,1718.31,1666.27,0.0,3.6,226,391,0.26,1.02,Summer,52.039999999999964
ModernSpace Decor Premium,343.32,294.97,9.79,4.4,355,293,0.68,1.99,Monsoon,48.349999999999966
HomeEssence Bedding Premium,604.1,552.69,0.0,5.0,344,495,0.4,1.98,Summer,51.40999999999997
ModernSpace Storage Plus,351.77,331.14,0.0,4.4,85,109,1.83,1.99,Summer,20.629999999999995
ElectroMax Smartwatches Plus,1592.67,1412.61,10.74,4.1,43,283,1.41,3.99,Monsoon,180.06000000000017
TechPro Headphones Plus,1506.64,1455.29,0.0,4.9,362,165,0.61,1.01,Summer,51.350000000000136
ChicLine Jeans Premium,240.93,206.41,0.0,4.6,214,80,2.5,2.0,Monsoon,34.52000000000001
TechPro Laptops Pro,1354.64,1296.5,24.17,3.6,226,200,2.0,4.0,Monsoon,58.1400000000001
ModernSpace Storage Plus,330.31,318.1,6.96,4.4,85,202,0.99,2.0,Winter,12.20999999999998
StyleHub Jackets Elite,271.59,261.13,0.0,3.9,133,207,0.48,0.99,Winter,10.45999999999998
HomeEssence Bedding Premium,604.88,529.2,0.0,5.0,344,352,0.85,2.99,Monsoon,75.67999999999995
ModernSpace Decor Premium,370.13,339.34,0.0,4.4,355,129,0.78,1.01,Monsoon,30.79000000000002
StyleHub T-Shirts Pro,276.26,270.4,0.0,3.6,216,215,0.47,1.01,Autumn,5.860000000000014
TechPro Laptops Elite,1538.95,1393.15,12.41,4.2,498,251,1.2,3.01,Summer,145.79999999999995
TrendSet Dresses Pro,360.66,328.49,12.02,3.8,122,310,0.32,0.99,Summer,32.170000000000016
TechPro Laptops Elite,954.64,901.15,0.0,4.3,482,245,0.41,1.0,Autumn,53.49000000000001
ElectroMax Smartwatches Plus,1806.55,1651.45,0.0,4.1,43,467,0.43,2.01,Winter,155.0999999999999
TrendSet Dresses Pro,319.33,299.15,19.19,3.8,122,89,2.25,2.0,Winter,20.180000000000007
TechPro Headphones Plus,1409.01,1226.81,0.0,4.9,362,480,0.62,2.98,Monsoon,182.20000000000005
UrbanWear Shoes Premium,253.8,222.57,0.0,4.7,107,210,0.48,1.01,Summer,31.230000000000018
ModernSpace Decor Premium,320.48,305.29,13.88,4.4,355,267,1.5,4.0,Monsoon,15.189999999999998
ModernSpace Storage Plus,302.06,295.06,11.84,4.4,85,323,1.55,5.01,Winter,7.0
HomeEssence Decor Pro,457.87,434.85,0.0,4.8,390,245,0.41,1.0,Summer,23.019999999999982
SmartGen Headphones Plus,1788.07,1618.93,16.28,3.6,66,249,0.4,1.0,Monsoon,169.13999999999987
StoryWorld Children Pro,50.87,44.18,0.0,4.7,366,277,0.72,1.99,Winter,6.689999999999998
KitchenPro Storage Pro,44.92,42.49,0.0,4.5,191,90,2.22,2.0,Winter,2.4299999999999997
StyleHub Jackets Premium,61.74,56.53,0.0,4.2,291,416,0.48,2.0,Summer,5.210000000000001
TechPro Laptops Elite,1753.61,1509.25,0.0,4.2,498,490,0.2,0.98,Autumn,244.3599999999999
TechPro Tablets Elite,1467.86,1337.47,0.0,3.6,126,268,0.37,0.99,Winter,130.38999999999987
TechPro Tablets Elite,1505.63,1423.32,0.0,3.6,126,384,0.26,1.0,Monsoon,82.31000000000017
ModernSpace Appliances Premium,95.41,82.04,10.16,4.5,299,81,1.23,1.0,Winter,13.36999999999999
HomeEssence Storage Standard,118.02,100.86,23.2,4.7,146,424,0.47,1.99,Monsoon,17.159999999999997
StoryWorld Children Pro,51.0,46.15,0.0,4.7,366,142,1.41,2.0,Monsoon,4.850000000000001
AcademiaBooks Comics Plus,94.32,85.99,0.0,3.6,315,76,3.95,3.0,Autumn,8.329999999999998
DigiCorp Smartphones Standard,588.94,511.15,0.0,4.6,285,88,1.14,1.0,Monsoon,77.79000000000008
HomeEssence Storage Standard,144.27,123.72,0.0,4.7,146,452,0.22,0.99,Winter,20.55000000000001
ModernSpace Decor Plus,610.07,536.61,14.23,4.7,461,229,0.44,1.01,Summer,73.46000000000004
TechPro Laptops Premium,242.9,227.81,9.76,4.3,122,421,0.71,2.99,Monsoon,15.090000000000003
ChicLine Jeans Premium,223.76,218.06,10.77,4.6,214,333,0.9,3.0,Summer,5.699999999999989
UrbanWear Dresses Premium,212.92,203.13,0.0,4.6,286,322,0.31,1.0,Monsoon,9.789999999999992
ElectroMax Smartwatches Plus,1887.16,1696.33,0.0,4.1,43,78,1.28,1.0,Winter,190.83000000000015
ElectroMax Smartwatches Plus,1829.0,1601.75,0.0,4.1,43,275,0.36,0.99,Monsoon,227.25
TechPro Headphones Plus,1467.8,1314.49,0.0,4.9,362,103,1.94,2.0,Monsoon,153.30999999999995
TechPro Tablets Elite,1228.91,1114.05,16.36,3.6,126,340,0.88,2.99,Autumn,114.86000000000013
StyleHub T-Shirts Pro,279.61,268.26,0.0,3.9,352,186,0.54,1.0,Monsoon,11.350000000000023
TrendSet Jackets Premium,89.69,86.97,0.0,4.0,35,254,0.39,0.99,Monsoon,2.719999999999999
KitchenPro Decor Plus,206.31,190.34,0.0,4.3,138,496,0.4,1.98,Autumn,15.969999999999999
TechPro Headphones Standard,2239.31,2116.07,0.0,4.1,117,363,0.28,1.02,Winter,123.23999999999978
StyleHub Jackets Premium,57.88,51.77,6.43,4.2,291,100,1.0,1.0,Autumn,6.109999999999999
ModernReads Non-Fiction Pro,15.97,15.26,0.0,4.3,357,288,0.35,1.01,Summer,0.7100000000000009
TrendSet Jeans Standard,367.54,347.02,0.0,4.2,226,341,1.47,5.01,Autumn,20.52000000000004
HomeEssence Storage Standard,148.09,134.12,0.0,4.7,146,391,0.51,1.99,Summer,13.969999999999999
StoryWorld Children Pro,44.59,38.11,11.03,4.7,366,90,2.22,2.0,Winter,6.480000000000004
AcademiaBooks Comics Plus,100.59,91.56,0.0,3.6,315,184,1.09,2.01,Monsoon,9.030000000000001
DigiCorp Smartphones Standard,583.92,513.15,0.0,4.6,285,416,0.48,2.0,Monsoon,70.76999999999998
KitchenPro Decor Plus,185.21,173.08,10.42,4.3,138,189,0.53,1.0,Winter,12.129999999999995
DigiCorp Smartphones Standard,558.42,482.75,0.0,4.6,285,61,3.28,2.0,Monsoon,75.66999999999996
TrendSet Jeans Standard,312.89,300.67,13.66,4.2,226,251,0.4,1.0,Winter,12.21999999999997
SmartGen Headphones Plus,2187.6,2128.74,0.0,3.6,66,96,2.08,2.0,Winter,58.86000000000013
ModernSpace Appliances Premium,81.83,74.49,22.45,4.5,299,455,0.44,2.0,Winter,7.340000000000003
KitchenPro Decor Plus,198.4,172.33,0.0,4.3,138,496,0.4,1.98,Autumn,26.069999999999993
TechPro Headphones Standard,2352.23,2259.39,0.0,4.1,117,79,1.27,1.0,Monsoon,92.84000000000015
TrendSet Dresses Pro,373.13,347.33,0.0,3.8,122,398,0.25,1.0,Monsoon,25.80000000000001
ElectroMax Smartwatches Plus,1861.79,1601.73,0.0,4.1,43,245,0.41,1.0,Monsoon,260.05999999999995
TechPro Headphones Standard,2310.23,2126.14,0.0,4.1,117,215,0.47,1.01,Winter,184.09000000000015
AcademiaBooks Comics Premium,69.66,64.48,0.0,4.1,161,57,5.26,3.0,Autumn,5.179999999999993
KitchenPro Storage Pro,46.26,43.75,0.0,4.5,191,126,2.38,3.0,Winter,2.509999999999998
KitchenPro Decor Plus,200.81,192.1,0.0,4.3,138,410,0.73,2.99,Winter,8.710000000000008
StoryWorld Children Pro,47.39,45.46,0.0,4.7,366,112,0.89,1.0,Winter,1.9299999999999997
AcademiaBooks Comics Premium,57.66,54.6,18.35,4.1,161,402,0.75,3.02,Monsoon,3.059999999999995
ComfortLiving Decor Plus,611.36,561.11,0.0,4.5,244,481,0.62,2.98,Summer,50.25
StyleHub Jackets Premium,61.06,55.03,0.0,4.2,291,332,0.9,2.99,Summer,6.030000000000001
HomeEssence Bedding Premium,575.25,527.36,0.0,5.0,344,118,0.85,1.0,Monsoon,47.889999999999986
ClassicPress Non-Fiction Pro,41.1,37.13,0.0,4.5,125,392,0.26,1.02,Monsoon,3.969999999999999
AcademiaBooks Comics Premium,75.59,73.77,0.0,4.1,161,232,1.29,2.99,Monsoon,1.8200000000000074
ChicLine Jeans Premium,243.96,211.35,0.0,4.6,214,389,0.51,1.98,Autumn,32.610000000000014
KitchenPro Decor Plus,197.1,178.11,0.0,4.3,138,233,0.43,1.0,Monsoon,18.98999999999998
StyleHub Shoes Pro,51.84,44.63,5.34,4.1,256,409,0.73,2.99,Monsoon,7.210000000000001
SmartGen Headphones Plus,2217.75,2100.41,0.0,3.6,66,316,0.63,1.99,Monsoon,117.34000000000015
DigiCorp Smartphones Standard,575.81,544.95,0.0,4.6,285,369,0.54,1.99,Summer,30.8599999999999
ElectroMax Smartphones Standard,1598.21,1372.43,18.9,5.0,450,61,6.56,4.0,Monsoon,225.77999999999997
ClassicPress Non-Fiction Pro,40.62,34.7,6.76,4.5,125,293,1.02,2.99,Summer,5.919999999999995
ComfortLiving Decor Plus,603.48,539.06,0.0,4.5,244,282,0.35,0.99,Monsoon,64.42000000000007
TrendSet Jackets Premium,91.85,86.06,0.0,4.0,35,211,1.42,3.0,Summer,5.789999999999992
TechPro Laptops Elite,1812.4,1661.26,0.0,4.2,498,458,0.22,1.01,Monsoon,151.1400000000001
ClassicPress Children Plus,70.72,66.14,0.0,4.5,179,151,1.32,1.99,Monsoon,4.579999999999998
KitchenPro Decor Plus,193.93,182.95,0.0,4.3,138,457,0.22,1.01,Summer,10.980000000000018
SmartGen Headphones Plus,1983.64,1688.64,8.76,3.6,66,138,0.72,0.99,Summer,295.0
DigiCorp Tablets Standard,1833.81,1695.51,0.0,4.9,182,195,1.54,3.0,Autumn,138.29999999999995
TrendSet Dresses Pro,408.21,383.0,0.0,3.8,122,144,1.39,2.0,Monsoon,25.20999999999998
KitchenPro Decor Plus,210.8,189.97,0.0,4.3,138,188,1.06,1.99,Monsoon,20.830000000000013
ClassicPress Children Plus,70.75,69.27,0.0,4.5,179,161,1.24,2.0,Monsoon,1.480000000000004
StyleHub Shoes Pro,53.62,47.84,0.0,4.1,256,321,0.31,1.0,Monsoon,5.779999999999994
TrendSet Jackets Premium,75.76,73.1,13.68,4.0,35,210,0.48,1.01,Summer,2.660000000000011
TrendSet Jackets Premium,84.74,78.01,0.0,4.0,35,120,1.67,2.0,Summer,6.72999999999999
UrbanWear Shoes Premium,231.32,205.03,13.58,4.7,107,462,0.22,1.02,Winter,26.289999999999992
ModernReads Comics Plus,34.69,31.73,0.0,4.3,10,184,1.63,3.0,Monsoon,2.9599999999999973
AcademiaBooks Comics Premium,73.85,66.4,0.0,4.1,161,193,0.52,1.0,Summer,7.449999999999989
TechPro Headphones Plus,1415.22,1218.87,0.0,4.9,362,382,0.26,0.99,Summer,196.35000000000014
ModernSpace Decor Plus,635.95,609.91,6.12,4.7,461,118,0.85,1.0,Summer,26.040000000000077
ElectroMax Smartphones Standard,2044.37,1852.48,0.0,5.0,450,204,0.98,2.0,Monsoon,191.88999999999987
StyleHub Jackets Premium,66.31,62.77,0.0,4.2,291,442,0.45,1.99,Winter,3.539999999999999
ModernSpace Appliances Premium,101.78,92.18,0.0,4.5,299,114,0.88,1.0,Summer,9.599999999999994
TechPro Laptops Premium,266.01,232.4,0.0,4.3,122,305,0.66,2.01,Summer,33.609999999999985
HomeEssence Storage Standard,147.39,132.91,0.0,4.7,146,294,0.68,2.0,Summer,14.47999999999999
StoryWorld Comics Standard,18.03,15.86,0.0,4.3,296,417,0.48,2.0,Winter,2.1700000000000017
TechPro Laptops Elite,1782.76,1630.08,0.0,4.2,498,120,1.67,2.0,Autumn,152.68000000000006
TechPro Laptops Pro,1844.95,1631.08,0.0,3.6,226,444,0.45,2.0,Summer,213.87000000000012
DigiCorp Tablets Standard,1823.55,1664.76,0.0,4.9,182,200,2.0,4.0,Winter,158.78999999999996
UrbanWear Dresses Premium,212.0,180.71,0.0,4.6,286,253,0.79,2.0,Summer,31.289999999999992
ModernSpace Storage Plus,365.16,338.96,0.0,4.4,85,469,0.21,0.98,Winter,26.200000000000045
TechPro Laptops Elite,923.6,815.11,0.0,4.3,482,139,0.72,1.0,Monsoon,108.49000000000001
TechPro Laptops Elite,1754.7,1670.31,0.0,4.2,498,408,0.25,1.02,Winter,84.3900000000001
ModernReads Non-Fiction Pro,15.9,15.27,0.0,4.4,377,404,0.25,1.01,Monsoon,0.6300000000000008
HomeEssence Cookware Elite,445.06,423.02,0.0,3.9,389,284,0.7,1.99,Winter,22.04000000000002
TrendSet Jeans Standard,379.91,338.12,0.0,4.2,226,132,1.52,2.01,Monsoon,41.79000000000002
TrendSet Jackets Premium,91.38,89.42,0.0,4.0,35,360,1.11,4.0,Monsoon,1.9599999999999937
StoryWorld Children Pro,48.78,47.27,0.0,4.7,366,135,1.48,2.0,Summer,1.509999999999998
TrendSet Jackets Premium,89.52,79.16,0.0,4.0,35,406,0.25,1.01,Monsoon,10.36
StyleHub Dresses Standard,126.04,108.79,0.0,4.8,48,56,1.79,1.0,Monsoon,17.25
TrendSet Jackets Premium,84.82,77.69,0.0,4.0,35,298,0.34,1.01,Monsoon,7.1299999999999955
HomeEssence Bedding Premium,579.96,525.52,0.0,5.0,344,156,1.28,2.0,Winter,54.440000000000055
TechPro Laptops Elite,823.71,785.3,11.04,4.3,482,87,2.3,2.0,Winter,38.41000000000008
TechPro Headphones Standard,2334.36,2160.49,0.0,4.1,117,429,0.47,2.02,Monsoon,173.87000000000035
StoryWorld Comics Standard,18.27,15.81,0.0,4.3,296,178,0.56,1.0,Autumn,2.459999999999999
StyleHub Dresses Standard,120.94,110.9,0.0,4.8,48,399,0.5,2.0,Monsoon,10.039999999999992
ElectroMax Smartwatches Plus,1513.27,1412.27,21.19,4.1,43,84,2.38,2.0,Monsoon,101.0
TechPro Headphones Plus,1414.13,1320.77,0.0,4.9,362,203,1.48,3.0,Monsoon,93.36000000000013
ModernSpace Decor Plus,663.17,606.95,0.0,4.7,461,360,0.56,2.02,Summer,56.219999999999914
TrendSet Dresses Pro,383.33,347.22,0.0,3.8,122,388,0.26,1.01,Winter,36.10999999999996
KitchenPro Decor Plus,193.34,168.75,0.0,4.3,138,166,1.2,1.99,Summer,24.590000000000003
StyleHub Shoes Pro,55.52,51.57,0.0,4.1,256,123,0.81,1.0,Autumn,3.950000000000003
StyleHub Shoes Pro,40.97,39.62,22.08,4.1,256,69,2.9,2.0,Summer,1.3500000000000014
HomeEssence Cookware Elite,361.34,337.2,19.26,3.9,389,451,0.89,4.01,Monsoon,24.139999999999986
ModernSpace Decor Plus,723.54,696.7,0.0,4.7,461,240,0.83,1.99,Autumn,26.839999999999918
DigiCorp Tablets Standard,1516.01,1472.89,19.53,4.9,182,87,1.15,1.0,Winter,43.11999999999989
ChicLine Jeans Premium,237.2,212.68,0.0,4.6,214,64,1.56,1.0,Autumn,24.519999999999982
TrendSet Jeans Standard,361.13,338.64,0.0,4.2,226,341,1.47,5.01,Autumn,22.49000000000001
AcademiaBooks Comics Plus,94.04,84.94,0.0,3.6,315,100,2.0,2.0,Monsoon,9.100000000000009
HomeEssence Decor Pro,469.55,419.12,0.0,4.8,390,165,1.21,2.0,Summer,50.43000000000001
DigiCorp Smartphones Standard,523.57,460.81,9.5,4.6,285,390,0.51,1.99,Winter,62.76000000000005
ModernReads Non-Fiction Pro,15.63,14.68,0.0,4.3,357,169,1.78,3.01,Monsoon,0.9500000000000011
StyleHub Jackets Premium,63.03,57.64,0.0,4.2,291,496,0.2,0.99,Winter,5.390000000000001
ElectroMax Smartwatches Plus,1867.83,1633.23,0.0,4.1,43,143,0.7,1.0,Monsoon,234.5999999999999
HomeEssence Decor Pro,474.4,462.85,0.0,4.8,390,331,0.6,1.99,Summer,11.549999999999955
ElectroMax Smartphones Standard,2056.24,2002.2,0.0,5.0,450,426,0.23,0.98,Summer,54.039999999999736
ModernReads Comics Plus,25.63,22.17,24.07,4.3,10,223,1.35,3.01,Autumn,3.4599999999999973
HomeEssence Bedding Pro,22.21,21.43,15.18,3.9,487,323,0.31,1.0,Winter,0.7800000000000011
HomeEssence Decor Pro,354.03,307.43,21.77,4.8,390,226,0.44,0.99,Summer,46.599999999999966
TrendSet Dresses Pro,385.22,370.56,0.0,3.8,122,214,0.93,1.99,Summer,14.660000000000025
ChicLine Jeans Premium,238.29,209.67,0.0,4.6,214,128,1.56,2.0,Monsoon,28.620000000000005
ClassicPress Non-Fiction Pro,42.65,38.27,0.0,4.5,125,166,2.41,4.0,Monsoon,4.3799999999999955
StoryWorld Children Pro,51.1,47.95,0.0,4.7,366,455,0.88,4.0,Autumn,3.1499999999999986
ElectroMax Smartphones Standard,1927.68,1708.15,0.0,5.0,450,434,0.23,1.0,Monsoon,219.52999999999997
UrbanWear Dresses Premium,206.49,199.45,0.0,4.6,286,107,1.87,2.0,Monsoon,7.0400000000000205
TechPro Laptops Elite,1743.84,1655.56,0.0,4.2,498,258,0.39,1.01,Summer,88.27999999999997
StoryWorld Comics Standard,17.57,14.95,0.0,4.3,296,365,0.27,0.99,Autumn,2.620000000000001
HomeEssence Bedding Pro,26.98,23.45,0.0,3.9,487,115,0.87,1.0,Summer,3.530000000000001
HomeEssence Decor Pro,449.16,400.87,0.0,4.8,390,115,0.87,1.0,Monsoon,48.29000000000002
SmartGen Headphones Plus,2255.12,1996.31,0.0,3.6,66,117,0.85,0.99,Autumn,258.80999999999995
ElectroMax Smartwatches Plus,1896.55,1724.8,0.0,4.1,43,426,0.47,2.0,Monsoon,171.75
StyleHub Shoes Pro,47.51,41.23,11.92,4.1,256,457,0.44,2.01,Monsoon,6.280000000000001
ModernSpace Decor Premium,373.53,332.64,0.0,4.4,355,489,0.2,0.98,Summer,40.889999999999986
ModernReads Non-Fiction Pro,15.42,14.2,0.0,4.4,377,355,0.28,0.99,Autumn,1.2200000000000006
ElectroMax Smartphones Standard,2043.77,1765.76,0.0,5.0,450,152,1.32,2.01,Summer,278.01
StyleHub T-Shirts Pro,301.14,275.15,0.0,3.6,216,57,7.02,4.0,Monsoon,25.99000000000001
HomeEssence Bedding Premium,489.64,437.6,19.45,5.0,344,284,1.06,3.01,Winter,52.039999999999964
StoryWorld Comics Standard,17.14,16.72,0.0,4.3,296,77,2.6,2.0,Monsoon,0.4200000000000017
ElectroMax Smartwatches Plus,1877.54,1767.55,0.0,4.1,43,306,0.33,1.01,Summer,109.99000000000001
HomeEssence Cookware Elite,464.41,423.77,0.0,3.9,389,59,3.39,2.0,Monsoon,40.64000000000004
ClassicPress Non-Fiction Plus,48.93,42.16,0.0,4.0,417,447,0.22,0.98,Winter,6.770000000000003
StyleHub Jackets Elite,273.56,233.52,0.0,3.9,133,172,1.16,2.0,Winter,40.03999999999999
ClassicPress Children Plus,67.85,61.86,0.0,4.5,179,385,0.78,3.0,Monsoon,5.989999999999995
ElectroMax Smartphones Standard,1913.97,1700.57,0.0,5.0,450,441,0.23,1.01,Autumn,213.4000000000001
HomeEssence Decor Pro,481.11,461.15,0.0,4.8,390,216,0.46,0.99,Autumn,19.960000000000036
TechPro Laptops Elite,1810.83,1684.06,0.0,4.2,498,104,2.88,3.0,Monsoon,126.76999999999998
DigiCorp Smartphones Standard,584.46,570.32,0.0,4.6,285,123,1.63,2.0,Summer,14.139999999999986
HomeEssence Decor Pro,473.43,458.0,0.0,4.8,390,419,0.95,3.98,Winter,15.430000000000007
ModernReads Non-Fiction Pro,13.84,13.44,7.86,4.3,357,418,0.48,2.01,Summer,0.40000000000000036
TechPro Laptops Premium,227.12,209.27,15.86,4.3,122,434,0.46,2.0,Monsoon,17.849999999999994
ClassicPress Children Plus,66.5,59.99,0.0,4.5,179,377,1.06,4.0,Monsoon,6.509999999999998
ModernSpace Decor Plus,534.01,517.34,22.61,4.7,461,375,0.27,1.01,Winter,16.66999999999996
ModernReads Comics Plus,30.86,29.25,6.01,4.3,10,269,1.49,4.01,Winter,1.6099999999999994
HomeEssence Storage Standard,153.39,144.1,0.0,4.7,146,455,0.66,3.0,Winter,9.289999999999992
HomeEssence Cookware Elite,412.7,403.28,8.85,3.9,389,195,1.03,2.01,Summer,9.420000000000016
TechPro Tablets Elite,1346.55,1220.33,7.42,3.6,126,323,0.31,1.0,Summer,126.22000000000003
HomeEssence Storage Standard,143.37,133.96,0.0,4.7,146,93,1.08,1.0,Summer,9.409999999999997
DigiCorp Smartphones Standard,597.3,569.13,0.0,4.6,285,199,0.5,1.0,Winter,28.16999999999996
TechPro Laptops Elite,1823.39,1663.16,0.0,4.2,498,408,0.25,1.02,Summer,160.23000000000002
ModernSpace Appliances Premium,102.72,88.15,0.0,4.5,299,195,1.03,2.01,Monsoon,14.569999999999993
StyleHub Shoes Pro,48.34,42.97,8.78,4.1,256,62,1.61,1.0,Monsoon,5.3700000000000045
StoryWorld Comics Standard,17.4,16.92,0.0,4.3,296,230,1.3,2.99,Winter,0.4799999999999969
HomeEssence Cookware Elite,474.23,450.73,0.0,3.9,389,74,1.35,1.0,Summer,23.5
SmartGen Headphones Plus,2262.94,1967.55,0.0,3.6,66,255,0.78,1.99,Autumn,295.3900000000001
StyleHub Jackets Premium,64.06,56.28,0.0,4.2,291,469,0.43,2.02,Summer,7.780000000000001
StyleHub Shoes Pro,52.69,46.06,0.0,4.1,256,365,0.55,2.01,Winter,6.6299999999999955
StyleHub Shoes Pro,54.08,49.03,0.0,4.1,256,409,0.73,2.99,Monsoon,5.049999999999997
ElectroMax Smartwatches Plus,1778.48,1651.61,0.0,4.1,43,401,0.5,2.0,Autumn,126.87000000000012
DigiCorp Smartphones Standard,609.24,553.18,0.0,4.6,285,337,0.3,1.01,Monsoon,56.06000000000006
AcademiaBooks Comics Plus,95.13,92.34,0.0,3.6,315,74,1.35,1.0,Monsoon,2.789999999999992
ModernSpace Appliances Premium,105.68,101.09,0.0,4.5,299,500,0.2,1.0,Winter,4.590000000000003
ModernSpace Storage Plus,367.83,338.36,0.0,4.4,85,372,0.27,1.0,Monsoon,29.46999999999997
UrbanWear Dresses Premium,223.33,207.05,0.0,4.6,286,137,0.73,1.0,Autumn,16.28
ModernReads Non-Fiction Pro,16.27,15.49,0.0,4.4,377,484,0.62,3.0,Autumn,0.7799999999999994
HomeEssence Cookware Elite,452.95,405.3,0.0,3.9,389,371,0.27,1.0,Winter,47.64999999999998
ModernReads Comics Plus,25.75,24.49,20.44,4.3,10,223,1.79,3.99,Monsoon,1.2600000000000016
ModernReads Comics Plus,34.42,31.44,0.0,4.3,10,280,0.71,1.99,Autumn,2.9800000000000004
HomeEssence Decor Pro,472.34,422.3,0.0,4.8,390,131,0.76,1.0,Autumn,50.039999999999964
TechPro Tablets Elite,1531.15,1378.86,0.0,3.6,126,499,0.4,2.0,Summer,152.2900000000002
TechPro Laptops Elite,1665.15,1536.23,0.0,4.2,498,248,0.4,0.99,Summer,128.92000000000007
